 OBJECTID, Station Identifier, Station Name, Fuel Type Provided, Street Address, City Name, State Name, Postal Zipcode, Postal Route (US Addresses), Location Directions, Country Name, Phone Number, Station Status, Estimated Fuel Availability, Station Accessability, Access Restrictions, Access Days and Times, Accepted Payment Methods, Type of Ownership, Name of Owner, Blends of Biodiesel, Can Blend Ethanol, Ethanol Blends Available, CNG Dispenser Count, CNG Dispensing Capability, CNG Pressures Available (PSI), CNG Renewable Source, CNG Total Compression (CFM), CNG Total Storage (CF), CNG Max Vehicle Size, LNG Renewable Source, LNG Max Vehicle Size, LPG Nozzle Types Available, LPG Primary Station, Renewable Diesel Blends Available, Is Renewable Diesel Blended w/Biodiesel, Max Level of Biodiesel Blending, EV Level 1 EVSE Ports, EV Level 2 EVSE Ports, EV DC Fast Ports, EV Other EVSE Ports, EV Connector Types, EV Network Name, EV Network ID, EV Network Link, EV Pricing, EV Renewable Source, HY Is Retail, HY Pressures (BAR), HY Standards, HY Status Link, Station Coordinate Accuracy, Station Latitude (DD), Station Longitude (DD), Date Fuel Available, Date Details Confirmed, Date Details Updated, Location Facility Type, Indications d'emplacement (French), Jours et heures d'accès (French), Mélanges de biodiesel (French), Mélanges de diesel renouvelables disponibles (French), Tarification des VÉ (French), Has Access Restrictions,x,y
76439,323310,L059 EV 1,Electric,2121 Martin Luther King Junior Boulevard,Eugene,OR,97401,,This station is on the west side of the building.,United States,888-758-4389,Available,,Public,,Mon: 8:00am-6:00pm; Tue: 8:00am-6:00pm; Wed: 8:00am-6:00pm; Thu: 8:00am-6:00pm; Fri: 8:00am-6:00pm; Sat: 8:00am-6:00pm; Sun: 8:00am-6:00pm,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL14234301,https://www.chargepoint.com,,,,,,,GPS,44.060208,-123.079408,12/22/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:42:08 AM,,,,,,,False,-13701137.0257,5474764.2424
76459,323341,ESD EXIT 68 L2 5,Electric,172 US-12,Chehalis,WA,98532,,Gas Station,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL15285201,https://www.chargepoint.com,,,,,,,GPS,46.545833,-122.868675,12/22/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:44:49 AM,,,,,,,False,-13677678.3354,5868254.9886
76461,323343,ESD EXIT 68 L2 6,Electric,172 US-12,Chehalis,WA,98532,,Gas Station,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL15285401,https://www.chargepoint.com,,,,,,,GPS,46.545803,-122.868665,12/22/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:44:49 AM,,,,,,,False,-13677677.2222,5868250.133
76475,323372,NORTH ISLAND RAVEN HALL,Electric,2300 Ryan Road,Courtenay,BC,V9N 8N6,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13981833,https://www.chargepoint.com,,,,,,,GPS,49.709739,-124.972009,12/22/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:18 AM,,,Accessible 24 heures par jour,,,,False,-13911820.4053,6396158.6728
76477,323375,NORTH ISLAND PUNTLEDGE HALL,Electric,2300 Ryan Road,Courtenay,BC,V9N 8N6,,'Energy Cost' - $1 per hour from the moment your vehicle is plugged in. 'Parking Cost' – Free for the first 2 hours. After which there is a cost of $2 per hour.,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13982333,https://www.chargepoint.com,,,,,,,GPS,49.709771,-124.970196,12/22/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:19 AM,,,Accessible 24 heures par jour,,,,False,-13911618.5831,6396164.1814
76517,323448,CAPILANO UNIVER LOT#3 NO.4,Electric,Skeena Rd,North Vancouver,BC,V7J 3K3,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL376581,https://www.chargepoint.com,,,,,,,GPS,49.319354,-123.020731,12/23/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:29:03 AM,,,Accessible 24 heures par jour,,,,False,-13694605.1319,6329223.8381
76518,323449,CAPILANO UNIVER LOT#3 NO.1,Electric,Skeena Rd,North Vancouver,BC,V7J 3K3,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL2126651,https://www.chargepoint.com,,,,,,,GPS,49.319353,-123.02062,12/23/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:30:49 AM,,,Accessible 24 heures par jour,,,,False,-13694592.7755,6329223.6674
76519,323450,CAPILANO UNIVER LOT#3 NO.2,Electric,Skeena Rd,North Vancouver,BC,V7J 3K3,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL2126661,https://www.chargepoint.com,,,,,,,GPS,49.31935,-123.020656,12/23/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:30:49 AM,,,Accessible 24 heures par jour,,,,False,-13694596.783,6329223.155
76557,323525,Pacific Office Automation,Electric,14825 Northwest Greenbrier Parkway,Beaverton,OR,97006,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,Blink,5735d88d-12fa-4b71-a5cb-7c0d44f07f70,https://blinkcharging.com,,,,,,,GPS,45.5256917547555,-122.8296701,12/26/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:26:19 AM,,,,,,,False,-13673336.3298,5704664.0679
76568,323549,Knudsten Chevrolet Post Falls,Electric,1900 E Polston Ave,Post Falls,ID,83854,,,United States,866-816-7584,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,CCS,EV Connect,90e17fa2-db84-4f86-978f-219e2691882b,https://www.evconnect.com,,,,,,,GPS,47.713313,-116.917501,12/28/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:04:36 AM,,,,,,,False,-13015196.6761,6059292.1681
76602,323660,HARRISON RESORT STN-B,Electric,100 Esplanade Ave,Harrison Hot Springs,BC,V0M 1K0,,Middle,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13984643,https://www.chargepoint.com,,,,,,,GPS,49.303317,-121.788351,12/30/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:27 AM,,,Accessible 24 heures par jour,,,,False,-13557417.2179,6326485.5375
76603,323661,HARRISON RESORT STN-C,Electric,100 Esplanade Ave,Harrison Hot Springs,BC,V0M 1K0,,,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13984873,https://www.chargepoint.com,,,,,,,GPS,49.303191,-121.788421,12/30/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:27 AM,,,Accessible 24 heures par jour,,,,False,-13557425.0102,6326464.0267
76610,323685,Market Park,Electric,115 NW Blvd,Creston,BC,V0B 1G0,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,726a8437-80f4-4f1e-902b-7c9167e35a48,https://www.flo.com,,,,,,,GPS,49.094828,-116.5127977,12/31/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:46 AM,,,Accessible 24 heures par jour,,,,False,-12970145.3109,6290967.0658
76620,323707,7Charge - Federal Way 41827,Electric,35620 Pacific Hwy S,Federal Way,WA,98003,,,United States,844-711-2474,Available,,Public,,24 hours daily,"American Express, Android Pay, Apple Pay, Credit, Discover, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,4,,"CHAdeMO, CCS",7CHARGE,,https://www.7-eleven.com/7charge,$0.46 per kWh; idle fee is $1 per minute after a 15 minute grace period,,,,,,Address,47.28234,-122.3216,12/28/2023 12:00:00 AM,5/12/2025 12:00:00 AM,5/12/2025 4:15:59 PM,Convenience Store,,,,,,False,-13616778.225,5988281.5306
76653,323778,"ARCO, NE 119th St, Vancouver, WA",Electric,11508 NE 119th ST,Vancouver,WA,98662,,,United States,833-277-8573,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,CCS,BP_PULSE,210d557d-5fb2-4bdd-9ee7-2e01038a078e,https://www.bp.com/en_us/united-states/home/what-we-do/customers-and-products/bp-pulse/bp-pulse-products.html,,,,,,,GPS,45.709206,-122.553676,1/3/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:41:27 AM,,,,,,,False,-13642612.8072,5733871.1081
76696,323876,Bronco Motors Mitsubishi,Electric,15885 N Idaho Blvd,Nampa,ID,83687,,,United States,208-376-8510,Available,,Public,,Dealership business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",Non-Networked,,,Free,NONE,,,,,Address,43.60315,-116.51438,8/25/2023 12:00:00 AM,2/12/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Car Dealer,,,,,,False,-12970321.4517,5404232.7213
76698,323879,Revel Eagle,Electric,745 East Riverside Drive,Eagle,ID,83616,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,Blink,4190a9f2-e6dc-4686-9de9-1bf54da40bef,https://blinkcharging.com,,,,,,,GPS,43.6874922267586,-116.344990361917,1/4/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:08:52 AM,,,,,,,False,-12951465.0834,5417207.5651
76714,323901,DC VANCOUVER DC3,Electric,4301 NE Fourth Plain Blvd,Vancouver,WA,98661,,AAA parking lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CCS, Tesla",ChargePoint,USCPIL5486201,https://www.chargepoint.com,,,,,,,GPS,45.639166,-122.62342,1/5/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:50:58 AM,,,,,,,False,-13650376.6737,5722712.6733
76742,323986,CITY LIGHT STEVENS 3,Electric,531 20th Ave E,Seattle,WA,98112,,Above on pole,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL17435161,https://www.chargepoint.com,,,,,,,GPS,47.62408,-122.306157,1/5/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:14:05 AM,,,,,,,False,-13615059.1181,6044541.4523
76743,323987,CITY LIGHT WALLINGFORD 4,Electric,4225 Stone Way N,Seattle,WA,98103,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL17440501,https://www.chargepoint.com,,,,,,,GPS,47.658753,-122.342483,1/5/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:14:05 AM,,,,,,,False,-13619102.9099,6050270.0985
76744,323988,CITY LIGHT CAPITOL HILL 1,Electric,118 Bellevue Avenue East,Seattle,WA,98102,,"Curbside on residential street, public",United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL17305501,https://www.chargepoint.com,,,,,,,GPS,47.619306,-122.326489,1/5/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:11:42 AM,,,,,,,False,-13617322.466,6043752.9934
76747,323992,FortisBC - Castlegar Chamber of Commerce and Visitor Centre,Electric,1995 6th Avenue,Castlegar,BC,V1N 4W3,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,2,,"CHAdeMO, CCS",FLO,fee56e54-eace-4b92-befc-da441c142faf,https://www.flo.com,,,,,,,GPS,49.296199,-117.651827,1/5/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:28:10 AM,,,Accessible 24 heures par jour,,,,False,-13096941.4725,6325270.4322
76748,323993,VCH - Lions Gate Hospital - Level 2,Electric,231 15th St E,North Vancouver,BC,V7L 2L7,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,218ffda8-f36a-4fc2-aa46-3af2e3c16846,https://www.flo.com,,,,,,,GPS,49.320714,-123.067672,1/5/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:47 AM,,,Accessible 24 heures par jour,,,,False,-13699830.5802,6329456.0977
76766,324019,Park Place Shopping Center - Tesla Supercharger,Electric,17501 Southcenter Pkwy,Tukwila,WA,98188,,,United States,877-798-3752,Available,,Public,,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,,16,,Tesla,Tesla Supercharger,,https://www.tesla.com/supercharger,,,,,,,GPS,47.447383,-122.263624,1/4/2024 12:00:00 AM,7/1/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Parking Lot,,,,,,False,-13610324.3662,6015406.5625
76776,324251,The Hangar,Electric,4223 Northeast Penny Way,Hillsboro,OR,97124,,,United States,888-998-2546,Temporarily Unavailable,8/29/2025 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,Blink,ec524c94-96f0-4304-b08f-902a9a22b4cb,https://blinkcharging.com,,,,,,,GPS,45.5405142327399,-122.941021088908,7/5/2023 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:55:28 AM,,,,,,,False,-13685731.8652,5707019.5821
76838,324413,THE CROWN THE CROWN,Electric,520 Como Lake Ave,Coquitlam,BC,V3J 0E8,,Underground visitor parking,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13967213,https://www.chargepoint.com,,,,,,,GPS,49.262724,-122.890706,1/9/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:39:53 AM,,,Accessible 24 heures par jour,,,,False,-13680130.8151,6319558.3065
76848,324427,Hacienda House,Electric,6850 NE Killingsworth st.,Portland,OR,97218,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,OpConnect,605,https://opconnect-ev.com,,,,,,,GPS,45.56252,-122.59402,1/9/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:58:25 AM,,,,,,,False,-13647103.8807,5710517.7742
77035,325033,Fuller Station Apartments,Electric,9730 Southeast Fuller Road,Happy Valley,OR,97086,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,12,,,J1772,Blink,9ae2b334-1f96-4246-9bc5-c4e0bf6f59a8,https://blinkcharging.com,,,,,,,GPS,45.4533360732568,-122.575708731388,1/10/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:36:04 AM,,,,,,,False,-13645065.4796,5693174.5641
77059,325102,Woodrun Lodge,Electric,4910 Spearhead Place,Whistler,BC,V0N 1B0,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,3,,,J1772,FLO,c65cc680-8a65-48e3-a8a5-ebe26f7a1059,https://www.flo.com,,,,,,,GPS,50.115387,-122.943576,1/11/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:48 AM,,,Accessible 24 heures par jour,,,,False,-13686016.2766,6466282.8689
77171,325360,Library Parking Lot,Electric,1767 Island Highway,Victoria,BC,V9B 1J1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,FLO,4683b7f5-b8e1-4a5c-9769-ff3e80f68066,https://www.flo.com,,,,,,,GPS,48.4476107,-123.4648837,1/12/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:48 AM,,,Accessible 24 heures par jour,,,,False,-13744047.9843,6181647.004
77200,325410,RRU WP-1,Electric,2005 Sooke Rd West parking lot,Victoria,BC,V9B 5Y2,,Across from Dogwood Auditorium,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13974633,https://www.chargepoint.com,,,,,,,GPS,48.431676,-123.478082,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:02 AM,,,Accessible 24 heures par jour,,,,False,-13745517.2124,6178973.1729
77201,325411,RRU NIX-1,Electric,2005 Sooke Rd Nixon building,Victoria,BC,V9B 5Y2,,North side of Nixon,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13975113,https://www.chargepoint.com,,,,,,,GPS,48.435439,-123.474146,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:03 AM,,,Accessible 24 heures par jour,,,,False,-13745079.0589,6179604.5259
77202,325412,RRU NIX-2,Electric,2005 Sooke Rd Nixon building,Victoria,BC,V9B 5Y2,,North of Nixon building,Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13975133,https://www.chargepoint.com,,,,,,,GPS,48.435353,-123.474319,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:03 AM,,,Accessible 24 heures par jour,,,,False,-13745098.3171,6179590.0964
77203,325413,RRU SEQ-2,Electric,2005 Sooke Rd Sequoia building,Victoria,BC,V9B 5Y2,,North of Sequoia building,Canada,888-758-4389,Temporarily Unavailable,10/29/2025 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13978823,https://www.chargepoint.com,,,,,,,GPS,48.436094,-123.473204,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:12 AM,,,Accessible 24 heures par jour,,,,False,-13744974.1959,6179714.4261
77204,325414,RRU CP-1,Electric,2005 Sooke Rd Central parking lot,Victoria,BC,V9B 5Y2,,North side of lot,Canada,888-758-4389,Temporarily Unavailable,10/29/2025 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13978923,https://www.chargepoint.com,,,,,,,GPS,48.433206,-123.471142,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:12 AM,,,Accessible 24 heures par jour,,,,False,-13744744.6551,6179229.8694
77205,325415,RRU CP-2,Electric,2005 Sooke Rd Central parking lot,Victoria,BC,V9B 5Y2,,North side of central parking lot,Canada,888-758-4389,Temporarily Unavailable,10/29/2025 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13978933,https://www.chargepoint.com,,,,,,,GPS,48.433234,-123.471073,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:12 AM,,,Accessible 24 heures par jour,,,,False,-13744736.9741,6179234.5672
77206,325416,RRU CP-3,Electric,2005 Sooke Rd Central parking lot,Victoria,BC,V9B 5Y2,,Central parking lot,Canada,888-758-4389,Temporarily Unavailable,10/29/2025 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13978943,https://www.chargepoint.com,,,,,,,GPS,48.433254,-123.47097,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:12 AM,,,Accessible 24 heures par jour,,,,False,-13744725.5082,6179237.9227
77207,325417,RRU CP-4,Electric,2005 Sooke Rd Central parking lot,Victoria,BC,V9B 5Y2,,Central parking lot,Canada,888-758-4389,Temporarily Unavailable,10/29/2025 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13978953,https://www.chargepoint.com,,,,,,,GPS,48.433277,-123.470835,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:12 AM,,,Accessible 24 heures par jour,,,,False,-13744710.48,6179241.7816
77214,325435,Gescan Chilliwack,Electric,44384 Yale Road,Chilliwack,BC,V2R 4H1,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,47523ea0-ab84-45bc-ac10-19b16dffc742,https://www.flo.com,,,,,,,GPS,49.144784,-121.996178,1/13/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:49 AM,,,Accessible 24 heures par jour,,,,False,-13580552.4137,6299464.0122
77225,325467,RMR Union East Parking Garage,Electric,401 Elliott Avenue West,Seattle,WA,98119,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,10,,,J1772,Blink,ab8653e2-3e91-43de-9b11-0e8d21364e8d,https://blinkcharging.com,,,,,,,GPS,47.6225302045176,-122.363782688629,1/16/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:55:06 AM,,,,,,,False,-13621473.9805,6044285.4851
77238,325499,FTNT BBY CAMPUS FORTINET 4,Electric,4260 Still Creek Dr,Burnaby,BC,V5C 6C6,,"Underground parkade, stalls 15/38",Canada,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13088181,https://www.chargepoint.com,,,,,,,GPS,49.258616,-123.010456,1/17/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:38:23 AM,,,Accessible 24 heures par jour,,,,False,-13693461.3242,6318857.5903
77239,325500,RRU SEQ-1,Electric,2005 Sooke Rd Sequoia building,Victoria,BC,V9B 5Y2,,North side of building,Canada,888-758-4389,Temporarily Unavailable,10/29/2025 12:00:00 AM,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,CACPIL13978223,https://www.chargepoint.com,,,,,,,GPS,48.436084,-123.47308,1/17/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:40:10 AM,,,Accessible 24 heures par jour,,,,False,-13744960.3923,6179712.7482
77242,325508,"Kroger-Fred Meyer 516 (Wilsonville, OR)",Electric,30300 SW Boones Ferry Rd,Wilsonville,OR,97070,,,United States,833-632-2778,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,4,,CCS,Electrify America,216015,https://www.electrifyamerica.com,,,,,,,GPS,45.29992,-122.77209,1/17/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:53:01 AM,,,,,,,False,-13666926.5424,5668861.9809
77248,325514,BMW Langley - Outside,Electric,6025 Collection Drive,Langley,BC,V3A 0G2,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,c5833512-f44d-4a99-8f74-b69f56d1f369,https://www.flo.com,,,,,,,GPS,49.112239,-122.6478504,1/17/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:32:47 AM,,,Accessible 24 heures par jour,,,,False,-13653096.2534,6293927.507
77250,325516,Gescan Abbotsford,Electric,3311 Mount Lehman Rd,Abbotsford,BC,V4X 2M9,,,Canada,888-356-8911,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,FLO,9009d186-c0c0-4f34-9ac4-47a1ef677814,https://www.flo.com,,,,,,,GPS,49.063196,-122.382336,1/17/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 4:33:50 AM,,,Accessible 24 heures par jour,,,,False,-13623539.3256,6285591.2438
77279,325552,Solis At Petrosa,Electric,63158 Deschutes Market Road,Bend,OR,97701,,,United States,888-998-2546,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,6,,,J1772,Blink,54611d96-4048-4e13-ae78-2d56e15078bc,https://blinkcharging.com,,,,,,,GPS,44.0945562037796,-121.257311271926,1/17/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:42:11 AM,,,,,,,False,-13498302.1458,5480086.6528
77288,325566,THE SUMMIT P1,Electric,10885 NE 4th St,Bellevue,WA,98004,,Parking Level 1 - 108th Ave Entrance,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL15326551,https://www.chargepoint.com,,,,,,,GPS,47.612553,-122.194193,1/18/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:45:20 AM,,,,,,,False,-13602595.3427,6042637.8119
77293,325580,MCCALL CHARGEPO MC CHARGE 1,Electric,809 N 3rd St,McCall,ID,83638,,East Parking Lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CCS, Tesla",ChargePoint,USCPIL15388291,https://www.chargepoint.com,,,,,,,GPS,44.909196,-116.096792,1/18/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:46:14 AM,,,,,,,False,-12923835.7682,5607237.5646
77294,325581,MCCALL CHARGEPO MC CHARGE 2,Electric,809 N 3rd St,McCall,ID,83638,,East Parking Lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL15388341,https://www.chargepoint.com,,,,,,,GPS,44.909219,-116.096803,1/18/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:46:14 AM,,,,,,,False,-12923836.9927,5607241.1798
77295,325582,MCCALL CHARGEPO MC CHARGE 3,Electric,809 N 3rd St,McCall,ID,83638,,East Parking Lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CCS, Tesla",ChargePoint,USCPIL15388361,https://www.chargepoint.com,,,,,,,GPS,44.909188,-116.096846,1/18/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:46:15 AM,,,,,,,False,-12923841.7794,5607236.3072
77296,325583,MCCALL CHARGEPO MC CHARGE 4,Electric,809 N 3rd St,McCall,ID,83638,,East Parking Lot,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",ChargePoint,USCPIL15388381,https://www.chargepoint.com,,,,,,,GPS,44.909196,-116.096803,1/18/2024 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 2:46:15 AM,,,,,,,False,-12923836.9927,5607237.5646
77314,325773,SWTCH Energy Inc.,Electric,2221 Cormorant Dr,Tsawwassen,BC,V4M4G2,,,Canada,844-798-2438,Available,,Public,,24 hours daily,"American Express, Discover, Debit, MasterCard, Visa",Privately Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Swtch Energy,,https://swtchenergy.com,$2 per hr; $1.4 per hr preferred pricing,,,,,,GPS,49.0443,-123.095,1/5/2024 12:00:00 AM,2/12/2024 12:00:00 AM,4/25/2024 8:00:24 PM,Parking Lot,,24 heures par jour,,,"2 $ par heure; prix préférentiel de 1,4 $ par heure",False,-13702872.7192,6282381.5227
